                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                     350                                     1042                  8.0000000000000000E+000                  2.0000000000000000E-002                  4.1988168467926659E+007                  6.7549025872918774E+003                  1.5301690918173568E+004                  1.0162865948690725E+004                  1.4364419651022212E+001                 -5.3957809060552817E+000                  6.4677910040004984E-003                  4.0183059639282520E-013                  9.7410333317481645E-001                  2.0006174650362627E-004                  1.2569641817853854E-002                  4.6938802321202334E-004                  2.0994599496976978E-003                  8.0000000000000000E+000                  0.0000000000000000E+000                  3.5991303568878559E+000                  1.8321421356870589E-004                  4.2418412705812614E+000                  1.1586373678438710E-002                  5.3357686304451611E-002                  4.4382824468730861E-002                  1.6795679597581454E-002                  1.9727540825113750E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.9999999719575650E+000                  1.4254864639576653E+001                  7.9999997907243596E+000                  1.4100459354215728E+001                  1.9271730092717562E+005                  1.0290944391580379E+004                  7.8717952597127724E+006                  1.0063148351652073E+004                  1.0063148351652075E+004                  1.3513810909376260E-022                  6.8470314733053158E+002                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.3250689180642890E+015                                  "12778"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.2"                                 "CRMATH"                               "20250713" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                        q                                     rmid                                    logxq                                    logxm                                  eps_nuc                              mixing_type 
                                       1                  8.0000000000000000E+000                  1.1572880843864382E+000                  4.1847876381994622E+000                 -9.7930166801837419E+000                  2.6516067769874199E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  1.0000000000000000E+000                  1.4364391392485508E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  2.3616827089987458E-029                                        0 
                                       2                  7.9999999999959996E+000                  1.1572863756400871E+000                  4.1849447591172018E+000                 -9.7919396737312798E+000                  2.6526684743902753E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  9.9999999999949996E-001                  1.4364299427558628E+001                 -1.2301029995663971E+001                 -1.1397940008672027E+001                  2.3675467837900384E-029                                        0 
                                       3                  7.9999999999869589E+000                  1.1572825233939970E+000                  4.1851142665264156E+000                 -9.7907807937802502E+000                  2.6538119756062186E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  9.9999999999836997E-001                  1.4364200297362421E+001                 -1.1787814718790859E+001                 -1.0884724731798915E+001                  2.3738729067123307E-029                                        0 
                                       4                  7.9999999999819202E+000                  1.1572803813737029E+000                  4.1852961715081909E+000                 -9.7895410992815872E+000                  2.6550366158820973E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  9.9999999999774003E-001                  1.4364094228205126E+001                 -1.1645894912013695E+001                 -1.0742804925021751E+001                  2.3806588961418864E-029                                        0 
                                       5                  7.9999999999718403E+000                  1.1572761094498460E+000                  4.1854854725597086E+000                 -9.7882547963586628E+000                  2.6563086713052328E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  9.9999999999648004E-001                  1.4363983960541868E+001                 -1.1453461639722088E+001                 -1.0550371652730144E+001                  2.3877205234771608E-029                                        0 
                                       6                  7.9999999999661702E+000                  1.1572737135441027E+000                  4.1856897620929123E+000                 -9.7868715309066001E+000                  2.6576783493095690E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  9.9999999999577127E-001                  1.4363865347215018E+001                 -1.1373792578607304E+001                 -1.0470702591615360E+001                  2.3953378382461976E-029                                        0 
                                       7                  7.9999999999548299E+000                  1.1572689368523359E+000                  4.1859618284044995E+000                 -9.7850364416298294E+000                  2.6594979728071602E+000                  6.9999999999999996E-001                  2.8000000000000008E-001                  2.0000000000000018E-002                  9.9999999999435374E-001                  1.4363707694148516E+001                 -1.1248244842685162E+001                 -1.0345154855693218E+001                  2.4054807562850832E-029                                        0 
                                       8                  7.9999999999434896E+000                  1.1572641801450352E+000                  4.1863580335755799E+000                 -9.7823793915685631E+000                  2.6621381138740938E+000                  7.0000000000000007E-001                  2.8000000000000014E-001                  1.9999999999999796E-002                  9.9999999999293621E-001                  1.4363479182597265E+001                 -1.1150969839579634E+001                 -1.0247879852587690E+001                  2.4202429847171853E-029                                        0 
                                       9                  7.9999999999217550E+000                  1.1572551182986397E+000                  4.1867872523052050E+000                 -9.7795192095096830E+000                  2.6649867333690391E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  9.9999999999021938E-001                  1.4363232238587507E+001                 -1.1009638788368436E+001                 -1.0106548801376492E+001                  2.4362350530746220E-029                                        0 
                                      10                  7.9999999999075806E+000                  1.1572492468896005E+000                  4.1871818795868361E+000                 -9.7769077494491139E+000                  2.6675941742570952E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  9.9999999998844757E-001                  1.4363006464817394E+001                 -1.0937329513331482E+001                 -1.0034239526339539E+001                  2.4509287165528282E-029                                        0 
                                      11                  7.9999999998886819E+000                  1.1572414649098959E+000                  4.1876319277459064E+000                 -9.7739492522269966E+000                  2.6705552743437719E+000                  7.0000000000000007E-001                  2.8000000000000014E-001                  1.9999999999999796E-002                  9.9999999998608513E-001                  1.4362749967891375E+001                 -1.0856522368190596E+001                 -9.9534323811986525E+000                  2.4676821213933853E-029                                        0 
                                      12                  7.9999999998697815E+000                  1.1572337353482736E+000                  4.1882156070941576E+000                 -9.7701444545919802E+000                  2.6743750369039874E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  9.9999999998372269E-001                  1.4362419427883436E+001                 -1.0788417937537462E+001                 -9.8853279505455180E+000                  2.4893964167424086E-029                                        0 
                                      13                  7.9999999998395417E+000                  1.1572214750783010E+000                  4.1888420938607718E+000                 -9.7660968484416433E+000                  2.6784518575502387E+000                  7.0000000000000007E-001                  2.8000000000000014E-001                  1.9999999999999796E-002                  9.9999999997994271E-001                  1.4362066055997383E+001                 -1.0697728910274694E+001                 -9.7946389232827507E+000                  2.5127062348080256E-029                                        0 
                                      14                  7.9999999998168621E+000                  1.1572123645041514E+000                  4.1893775626426564E+000                 -9.7626684446176331E+000                  2.6819163613277430E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  9.9999999997710776E-001                  1.4361765948661395E+001                 -1.0640312525402914E+001                 -9.7372225384109719E+000                  2.5326207729799753E-029                                        0 
                                      15                  7.9999999997941824E+000                  1.1572033250008344E+000                  4.1900449438592391E+000                 -9.7584349766931702E+000                  2.6862088395752983E+000                  7.0000000000000007E-001                  2.8000000000000014E-001                  1.9999999999999796E-002                  9.9999999997427280E-001                  1.4361394452591842E+001                 -1.0589608190322329E+001                 -9.6865182033303849E+000                  2.5574295949679387E-029                                        0 
                                      16                  7.9999999997601616E+000                  1.1571898962362062E+000                  4.1912407923889665E+000                 -9.7509562488500094E+000                  2.6938309149698507E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  9.9999999997002031E-001                  1.4360735903654446E+001                 -1.0523174181822871E+001                 -9.6200841948309268E+000                  2.6018515282460685E-029                                        0 
                                      17                  7.9999999996921236E+000                  1.1571634936130986E+000                  4.1927637752127085E+000                 -9.7416024924205296E+000                  2.7034274533076825E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  9.9999999996151545E-001                  1.4359903752253588E+001                 -1.0414714363748288E+001                 -9.5116243767563446E+000                  2.6584983066788099E-029                                        0 
                                      18                  7.9999999996291242E+000                  1.1571395634827835E+000                  4.1948824734261692E+000                 -9.7289289536423134E+000                  2.7165543011193427E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  9.9999999995364053E-001                  1.4358770287817791E+001                 -1.0333862453883194E+001                 -9.4307724668912503E+000                  2.7372224487359440E-029                                        0 
                                      19                  7.9999999995081668E+000                  1.1570949284765222E+000                  4.1971697502891736E+000                 -9.7155836660191444E+000                  2.7305040276026991E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  9.9999999993852073E-001                  1.4357555291313101E+001                 -1.0211272054233916E+001                 -9.3081820672419724E+000                  2.8226404342232153E-029                                        0 
                                      20                  7.9999999994275273E+000                  1.1570660649559545E+000                  4.1998796521096811E+000                 -9.7002960764685184E+000                  2.7466771744637750E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  9.9999999992844091E-001                  1.4356156840015791E+001                 -1.0145335594938187E+001                 -9.2422456079462432E+000                  2.9237710061222605E-029                                        0 
                                      21                  7.9999999992662492E+000                  1.1570103183255669E+000                  4.2025335078643016E+000                 -9.6856773030841641E+000                  2.7622774599765427E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  9.9999999990828115E-001                  1.4354789877326127E+001                 -1.0037541899238253E+001                 -9.1344519122463090E+000                  3.0238645236659411E-029                                        0 
                                      22                  7.9999999991856106E+000                  1.1569833599380381E+000                  4.2047160205325760E+000                 -9.6740027895657636E+000                  2.7748659286181998E+000                  7.0000000000000018E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  9.9999999989820132E-001                  1.4353693695405884E+001                 -9.9922581737845402E+000                 -9.0891681867925964E+000                  3.1062542954600681E-029                                        0 
                                      23                  7.9999999990646522E+000                  1.1569439858819552E+000                  4.2068621495678338E+000                 -9.6627257681807475E+000                  2.7871041384074045E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  9.9999999988308153E-001                  1.4352620286939555E+001                 -9.9321171527356462E+000                 -9.0290271657437025E+000                  3.1879697208714338E-029                                        0 
                                      24                  7.9999999989840136E+000                  1.1569184035982782E+000                  4.2098250148300060E+000                 -9.6476078149445783E+000                  2.8036819893632492E+000                  7.0000000000000007E-001                  2.8000000000000014E-001                  1.9999999999999796E-002                  9.9999999987300170E-001                  1.4351176765129413E+001                 -9.8962022425455149E+000                 -8.9931122555535712E+000                  3.3008999310849713E-029                                        0 
