                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                     250                                     1045                  2.0000000000000000E+001                  2.0000000000000000E-002                  7.2911767636550693E+006                  2.2453160825345651E+004                  2.6437872647527292E+004                  8.2522257661257710E+004                  1.3711702265976044E+001                 -6.4696713744152445E+000                  6.8430394816123910E-002                  5.1132942635685994E-011                  9.1214871370540174E-001                  1.9725272076009362E-004                  1.2631919310632676E-002                  4.0193516216154094E-004                  2.0994599496964310E-003                  1.9651116831823877E+001                 -5.2274030601657844E-008                  9.4352603745990518E+000                  2.4782000218011719E-004                  9.8255697703210707E+000                  2.9066683718091117E-002                  1.3068028056303427E-001                  1.0865572948701457E-001                  4.1256732755237620E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.9651116798184482E+001                  1.3621282396332605E+001                  1.9651116441825128E+001                  1.3434394240158730E+001                  1.1467718253618007E+005                  8.0110886728812156E+003                  2.3813111018470866E+006                  8.2595995274194676E+004                  8.2595995274194676E+004                  1.5401522483243142E-023                  5.6195174543292205E+003                  5.0000000000000000E+001                  1.0000000000000000E+003                  2.3009604986728241E+014                                  "12778"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.2"                                 "CRMATH"                               "20250827" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                        q                                     rmid                                    logxq                                    logxm                                  eps_nuc                              mixing_type 
                                       1                  1.9651116831823877E+001                  1.1370913744706401E+000                  4.4223008840024685E+000                 -9.4607157154498829E+000                  3.3807418905034354E+000                  6.9999999942980229E-001                  2.8000000057019775E-001                  2.0000000000000018E-002                  1.0000000000000000E+000                  1.3711666822227786E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  5.0760686124972343E-029                                        0 
                                       2                  1.9651116831814051E+001                  1.1370891292200427E+000                  4.4225455510862144E+000                 -9.4590094397857296E+000                  3.3821945284652997E+000                  6.9999999942980229E-001                  2.8000000057019775E-001                  2.0000000000000018E-002                  9.9999999999949996E-001                  1.3711550496316367E+001                 -1.2301029995663978E+001                 -1.1007642757995022E+001                  5.0960512874931213E-029                                        0 
                                       3                  1.9651116831791544E+001                  1.1370840055391311E+000                  4.4230032722740313E+000                 -9.4558403263489232E+000                  3.3849023617626530E+000                  6.9999999942980229E-001                  2.8000000057019775E-001                  2.0000000000000018E-002                  9.9999999999835454E-001                  1.3711333873557686E+001                 -1.1783710893288031E+001                 -1.0490323655619076E+001                  5.1333746409691093E-029                                        0 
                                       4                  1.9651116831753491E+001                  1.1370754065740794E+000                  4.4237276816713411E+000                 -9.4508846630065833E+000                  3.3891623576380554E+000                  6.9999999942980229E-001                  2.8000000057019780E-001                  1.9999999999999907E-002                  9.9999999999641809E-001                  1.3710993627105458E+001                 -1.1445890551907514E+001                 -1.0152503314238556E+001                  5.1922872911436016E-029                                        0 
                                       5                  1.9651116831695507E+001                  1.1370624510932621E+000                  4.4248857978312586E+000                 -9.4431102359491117E+000                  3.3959091606653402E+000                  6.9999999942980229E-001                  2.8000000057019775E-001                  2.0000000000000018E-002                  9.9999999999346745E-001                  1.3710456393840005E+001                 -1.1184915794494097E+001                 -9.8915285568251399E+000                  5.2860745449906742E-029                                        0 
                                       6                  1.9651116831599470E+001                  1.1370413717997141E+000                  4.4273101043329399E+000                 -9.4274010085451536E+000                  3.4097859988860595E+000                  6.9999999942980229E-001                  2.8000000057019775E-001                  2.0000000000000018E-002                  9.9999999998858036E-001                  1.3709360654789023E+001                 -1.0942346169130449E+001                 -9.6489589314614914E+000                  5.4807854533047180E-029                                        0 
                                       7                  1.9651116831371155E+001                  1.1369930274599218E+000                  4.4298423559709237E+000                 -9.4116823308791400E+000                  3.4239784427402724E+000                  6.9999999942980229E-001                  2.8000000057019775E-001                  2.0000000000000018E-002                  9.9999999997696187E-001                  1.3708229559971253E+001                 -1.0637553746394518E+001                 -9.3441665087255608E+000                  5.6827922054556831E-029                                        0 
                                       8                  1.9651116831256999E+001                  1.1369697087534045E+000                  4.4317961188046171E+000                 -9.4000445749599759E+000                  3.4347073037471443E+000                  6.9999999942980229E-001                  2.8000000057019775E-001                  2.0000000000000018E-002                  9.9999999997115274E-001                  1.3707383768724187E+001                 -1.0539895143626158E+001                 -9.2465079059572002E+000                  5.8371352340270719E-029                                        0 
                                       9                  1.9651116831104787E+001                  1.1369394336365839E+000                  4.4340090438788620E+000                 -9.3873087877242156E+000                  3.4466561278947667E+000                  6.9999999942980229E-001                  2.8000000057019775E-001                  2.0000000000000018E-002                  9.9999999996340716E-001                  1.3706441955646817E+001                 -1.0436603409627054E+001                 -9.1432161719580964E+000                  6.0108486100976595E-029                                        0 
