                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                      50                                     1052                  3.0000000000000000E+001                  2.0000000000000000E-002                  1.2151464594091273E+005                  7.0073102360736184E+003                  3.9721089238110369E+004                  1.2154929693062929E+005                  7.3721262400625269E+000                 -6.4884362589706441E+000                  6.9000456526283194E-001                  4.6519414742294128E-008                  2.8962457724726309E-001                  8.5022613191667879E-005                  6.2445204145902518E-003                  7.8514837094970473E-003                  2.0994599496976306E-003                  2.9972158479662440E+001                 -2.3031624643946452E-007                  2.0815164534454251E+001                  3.5447546940740686E-004                  8.5504605770818838E+000                  4.4073149388598784E-002                  1.2091844124346861E-001                  2.5566610803208295E-001                  6.2925346334041746E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.9972158469123816E+001                  7.3399290897255964E+000                  2.9972158369152460E+001                  7.2925992414837584E+000                  3.6606963527737440E+004                  2.3532624498434998E+004                  2.4658438375639617E+006                  1.2178367091257518E+005                  1.2178367091257518E+005                  1.9664826364355781E-027                  8.4276744417063110E+003                  5.0000000000000000E+001                  1.0000000000000000E+003                  3.8347774218559810E+012                                  "12778"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.2"                                 "CRMATH"                               "20250827" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                        q                                     rmid                                    logxq                                    logxm                                  eps_nuc                              mixing_type 
                                       1                  2.9972158479662440E+001                  8.6759276345603420E-001                  4.5995299023683032E+000                 -9.1053742122877441E+000                  4.0188817594414408E+000                  6.9999999999999529E-001                  2.8000000000000502E-001                  1.9999999999999685E-002                  1.0000000000000000E+000                  7.3720437256365496E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.1504742091340374E-028                                        0 
                                       2                  2.9972158479647454E+001                  8.6758304133220465E-001                  4.6005450231712253E+000                 -9.0984386177326293E+000                  4.0245093696456014E+000                  6.9999999999999529E-001                  2.8000000000000502E-001                  1.9999999999999685E-002                  9.9999999999949996E-001                  7.3718799985882457E+000                 -1.2301029995663979E+001                 -1.0824311975372611E+001                  1.1689950452411346E-028                                        0 
                                       3                  2.9972158479632469E+001                  8.6757347259802176E-001                  4.6019560413363454E+000                 -9.0890507995616066E+000                  4.0322452821003285E+000                  6.9999999999999529E-001                  2.8000000000000502E-001                  1.9999999999999685E-002                  9.9999999999900002E-001                  7.3716563873166958E+000                 -1.1999999999999998E+001                 -1.0523281979708630E+001                  1.1945401355551771E-028                                        0 
                                       4                  2.9972158479605618E+001                  8.6755669369130739E-001                  4.6037551934289329E+000                 -9.0774558599510087E+000                  4.0419786782332414E+000                  6.9999999999999529E-001                  2.8000000000000502E-001                  1.9999999999999685E-002                  9.9999999999810418E-001                  7.3713753252635072E+000                 -1.1722199725781250E+001                 -1.0245481705489881E+001                  1.2268628273477228E-028                                        0 
                                       5                  2.9972158479578773E+001                  8.6754035495753401E-001                  4.6064305660090543E+000                 -9.0609645924037832E+000                  4.0561836881113482E+000                  6.9999999999999529E-001                  2.8000000000000502E-001                  1.9999999999999685E-002                  9.9999999999720834E-001                  7.3709696547321322E+000                 -1.1554136277012802E+001                 -1.0077418256721433E+001                  1.2743471181291299E-028                                        0 
                                       6                  2.9972158479525071E+001                  8.6750888987830777E-001                  4.6101919873854049E+000                 -9.0390101047945670E+000                  4.0757085165421429E+000                  6.9999999999999529E-001                  2.8000000000000497E-001                  1.9999999999999796E-002                  9.9999999999541667E-001                  7.3704124761845220E+000                 -1.1338818359210398E+001                 -9.8621003389190296E+000                  1.3404260595755041E-028                                        0 
                                       7                  2.9972158479463697E+001                  8.6747469470736116E-001                  4.6131439183197811E+000                 -9.0226131894719099E+000                  4.0907246613685357E+000                  6.9999999999999529E-001                  2.8000000000000497E-001                  1.9999999999999796E-002                  9.9999999999336908E-001                  7.3699825818617430E+000                 -1.1178423876538956E+001                 -9.7017058562475871E+000                  1.3920032897353129E-028                                        0 
                                       8                  2.9972158479433013E+001                  8.6745822773099523E-001                  4.6150882998610037E+000                 -9.0122301440887540E+000                  4.1004559839912522E+000                  6.9999999999999529E-001                  2.8000000000000502E-001                  1.9999999999999685E-002                  9.9999999999234523E-001                  7.3697064275737230E+000                 -1.1116068093697178E+001                 -9.6393500734058097E+000                  1.4256851243108183E-028                                        0 
                                       9                  2.9972158479402324E+001                  8.6744214796823305E-001                  4.6179685685482461E+000                 -8.9973973263146529E+000                  4.1146580166163353E+000                  6.9999999999999518E-001                  2.8000000000000502E-001                  1.9999999999999796E-002                  9.9999999999132139E-001                  7.3693062725176306E+000                 -1.1061551534413377E+001                 -9.5848335141220087E+000                  1.4752203237536849E-028                                        0 
