                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                     600                                      505                  1.2300000000000001E+001                  2.0000000000000000E-002                  1.7785618858479697E+007                  2.0579337692447135E+000                  7.9520962666242713E+003                  1.5949432093227363E+003                  2.1070177322788535E+001                 -3.7057289110059108E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.8059436825843027E-001                  2.8625433033270038E-004                  1.2531245356067790E-002                  3.9834553468856728E-004                  2.0994622369668722E-003                  9.8285477843377933E+000                 -3.4015954791686187E-003                  3.7689922075554119E+000                  1.2204699861886237E-004                  5.8647445089631614E+000                  9.5140508835032077E-003                  7.9810240279602693E-002                  4.4528139458479839E-002                  2.0634642525056205E-002                  3.1744318852797520E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.8285477697097203E+000                  2.1042345498967084E+001                  9.8285475944847054E+000                  2.0924462095879122E+001                  3.0888099003155273E+005                  6.7475301136600567E+004                  6.1623183364072926E+007                  3.3957696006684615E+004                  3.3957694448485607E+004                  3.6647636603435112E-004                  2.3103715932013383E+003                  5.0000000000000000E+001                  1.0000000000000000E+003                  5.6128122749416119E+014                                  "12778"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.2"                                 "CRMATH"                               "20201015" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                        q                                     rmid                                    logxq                                    logxm                                  eps_nuc                              mixing_type 
                                       1                  9.8285477843377933E+000                  1.3236681905670238E+000                  3.9005010041622832E+000                 -9.2645171321968078E+000                  2.5025277964761306E+000                  6.9999703732625052E-001                  2.8000290190414795E-001                  2.0000060769601591E-002                  1.0000000000000000E+000                  2.1070172544322340E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  7.9751015628685966E-029                                        1 
                                       2                  9.8285477843328781E+000                  1.3236679935812647E+000                  3.9005397725351978E+000                 -9.2642798512497038E+000                  2.5028274007418956E+000                  6.9999703732625052E-001                  2.8000290190414795E-001                  2.0000060769601591E-002                  9.9999999999949996E-001                  2.1070162989993470E+001                 -1.2301029995663976E+001                 -1.1308540642210277E+001                  7.9794601744138391E-029                                        1 
                                       3                  9.8285477843279647E+000                  1.3236677967028330E+000                  3.9006010767467112E+000                 -9.2639056160576647E+000                  2.5033002898856211E+000                  6.9999703732625052E-001                  2.8000290190414795E-001                  2.0000060769601591E-002                  9.9999999999900002E-001                  2.1070147909237701E+001                 -1.1999999999999995E+001                 -1.1007510646546296E+001                  7.9863393390652947E-029                                        1 
                                       4                  9.8285477843173528E+000                  1.3236673718970460E+000                  3.9007060535537397E+000                 -9.2632680145653037E+000                  2.5041071530711254E+000                  6.9999703732625052E-001                  2.8000290190414795E-001                  2.0000060769601591E-002                  9.9999999999792022E-001                  2.1070122169637848E+001                 -1.1681982441424328E+001                 -1.0689493087970629E+001                  7.9980733469030290E-029                                        1 
                                       5                  9.8285477843014331E+000                  1.3236667356208522E+000                  3.9009086131361648E+000                 -9.2620478428270072E+000                  2.5056549848606595E+000                  6.9999703732625052E-001                  2.8000290190414795E-001                  2.0000060769601591E-002                  9.9999999999630051E-001                  2.1070072783186571E+001                 -1.1431862611689498E+001                 -1.0439373258235801E+001                  8.0205766903524764E-029                                        1 
                                       6                  9.8285477842663163E+000                  1.3236653359983943E+000                  3.9013814301485565E+000                 -9.2592511641471269E+000                  2.5092218973176501E+000                  6.9999703732625052E-001                  2.8000290190414795E-001                  2.0000060769601591E-002                  9.9999999999272771E-001                  2.1069958919034416E+001                 -1.1138330844332797E+001                 -1.0145841490879098E+001                  8.0723943499762113E-029                                        1 
                                       7                  9.8285477841831330E+000                  1.3236620416770872E+000                  3.9024806227095570E+000                 -9.2530240946067934E+000                  2.5172686960291446E+000                  6.9999703732625052E-001                  2.8000290190414795E-001                  2.0000060769601591E-002                  9.9999999998426414E-001                  2.1069701648741315E+001                 -1.0803110297967191E+001                 -9.8106209445134915E+000                  8.1889770243150582E-029                                        1 
                                       8                  9.8285477839958499E+000                  1.3236547301375692E+000                  3.9050566648555978E+000                 -9.2398239646790881E+000                  2.5348865292298086E+000                  6.9999703732625052E-001                  2.8000290190414795E-001                  2.0000060769601591E-002                  9.9999999996520916E-001                  2.1069136016882982E+001                 -1.0458535753408196E+001                 -9.4660463999544966E+000                  8.4417063298002547E-029                                        1 
                                       9                  9.8285477835732156E+000                  1.3236387230952429E+000                  3.9118468354035336E+000                 -9.2127754859527613E+000                  2.5745209922745360E+000                  6.9999703732625052E-001                  2.8000290190414795E-001                  2.0000060769601591E-002                  9.9999999992220856E-001                  2.1067847161260371E+001                 -1.0109068034075033E+001                 -9.1165786806213340E+000                  8.9842055082900787E-029                                        1 
