                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                     900                                      835                  1.0000000000000000E+000                  2.0000000000000000E-002                  9.3413454312276154E+009                  2.0778041253901221E+007                  5.7705731395834691E+003                  1.5627832232489625E+000                  1.2524785787714836E+000                 -6.9202878331796813E-001                  9.6692405078843761E-005                  1.0500127330177971E-013                  9.7999819239828090E-001                  5.2694369729538517E-005                  9.5798157087301737E-003                  4.0828202440875948E-003                  2.0994604783340955E-003                  1.0000000000000000E+000                  0.0000000000000000E+000                  6.0573427221954013E-001                  8.4657834185050880E-004                  3.7326320214891551E-001                  2.3248727064228663E-003                  2.5222416043343032E-003                  9.1190481049489795E-003                  2.0994604783340924E-003                  1.2637294818361927E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999982470955E-001                  1.2521652996703909E+000                  9.9999999969395637E-001                  1.2519826329831880E+000                  1.4034244285438344E+004                  1.1992521115189744E+007                  6.3988401278140221E+009                  1.5629334658042042E+000                  1.5629334658042042E+000                  1.9063247094226301E-037                  6.3875216908353349E-002                  5.0000000000000000E+001                  1.0000000000000000E+003                  2.9479558017103424E+017                                  "12778"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.2"                                 "CRMATH"                               "20250711" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals 
                                       1                  1.0000000000000000E+000                  9.7770306833977319E-002                  3.7613311584022937E+000                 -6.9215708501670417E+000                  4.6442103480329164E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       2                  9.9999999999949996E-001                  9.7769873629235990E-002                  3.7616402802120867E+000                 -6.9194220584998112E+000                  4.6466690261322885E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       3                  9.9999999999862488E-001                  9.7769119259527346E-002                  3.7620365034645715E+000                 -6.9167099620279089E+000                  4.6497782767471625E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       4                  9.9999999999775002E-001                  9.7768369582158982E-002                  3.7626633507358638E+000                 -6.9124966900713023E+000                  4.6546197406053835E+000                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002 
                                       5                  9.9999999999587508E-001                  9.7766778627295589E-002                  3.7641091332427932E+000                 -6.9031383153010406E+000                  4.6654265450216297E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       6                  9.9999999999150013E-001                  9.7763145470800367E-002                  3.7662077119005888E+000                 -6.8905484153141510E+000                  4.6801185461352039E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       7                  9.9999999998712508E-001                  9.7759616037742442E-002                  3.7683825438398051E+000                 -6.8785157572550055E+000                  4.6943301985012260E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       8                  9.9999999998275024E-001                  9.7756182967140184E-002                  3.7707179030599796E+000                 -6.8666116704316229E+000                  4.7085754374049476E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       9                  9.9999999997806277E-001                  9.7752604043855607E-002                  3.7732312052659740E+000                 -6.8548718069233621E+000                  4.7228365720212100E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      10                  9.9999999997337530E-001                  9.7749120485263921E-002                  3.7758474084037119E+000                 -6.8436896311922473E+000                  4.7366446936985600E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      11                  9.9999999996868771E-001                  9.7745725395495114E-002                  3.7778925737205302E+000                 -6.8356673409749709E+000                  4.7467204134838985E+000                  6.9999999486268083E-001                  2.8000000513731915E-001                  2.0000000000000018E-002 
                                      12                  9.9999999996634403E-001                  9.7744058890697164E-002                  3.7802085069214186E+000                 -6.8270650523233547E+000                  4.7576483134385033E+000                  6.9999998773795835E-001                  2.8000001226204163E-001                  2.0000000000000018E-002 
                                      13                  9.9999999996087530E-001                  9.7740246571260445E-002                  3.7838637121045156E+000                 -6.8148423820852395E+000                  4.7735418204399300E+000                  6.9999998620359394E-001                  2.8000001379640616E-001                  1.9999999999999907E-002 
                                      14                  9.9999999995462530E-001                  9.7736010428061376E-002                  3.7880001683090576E+000                 -6.8026610609564724E+000                  4.7898779518360923E+000                  6.9999998580039668E-001                  2.8000001419960346E-001                  1.9999999999999796E-002 
                                      15                  9.9999999994837530E-001                  9.7731891332719339E-002                  3.7913009456258071E+000                 -6.7941159280834684E+000                  4.8017394689134543E+000                  6.9999998562123422E-001                  2.8000001437876587E-001                  1.9999999999999907E-002 
                                      16                  9.9999999994525024E-001                  9.7729871869612947E-002                  3.7946996450489836E+000                 -6.7859854720550068E+000                  4.8132858286888158E+000                  6.9999998531997887E-001                  2.8000001468002111E-001                  2.0000000000000018E-002 
                                      17                  9.9999999993900046E-001                  9.7725907771099796E-002                  3.7983409031655357E+000                 -6.7783991598008946E+000                  4.8245335501900382E+000                  6.9999998498395921E-001                  2.8000001501604077E-001                  2.0000000000000018E-002 
                                      18                  9.9999999993587541E-001                  9.7723960004122104E-002                  3.8020994516874049E+000                 -6.7712165080559625E+000                  4.8354975018900070E+000                  6.9999998450240930E-001                  2.8000001549759096E-001                  1.9999999999999796E-002 
                                      19                  9.9999999992962540E-001                  9.7720128290776184E-002                  3.8061497029857239E+000                 -6.7645997102526714E+000                  4.8461918386690384E+000                  6.9999998450240930E-001                  2.8000001549759096E-001                  1.9999999999999796E-002 
                                      20                  9.9999999992650057E-001                  9.7718241365091524E-002                  3.8103380594433514E+000                 -6.7583820774621772E+000                  4.8566293272237111E+000                  6.9999998450240930E-001                  2.8000001549759096E-001                  1.9999999999999796E-002 
                                      21                  9.9999999992025046E-001                  9.7714521085585843E-002                  3.8163644954565719E+000                 -6.7509229258771164E+000                  4.8701673347167205E+000                  6.9999998450240930E-001                  2.8000001549759096E-001                  1.9999999999999796E-002 
                                      22                  9.9999999991400046E-001                  9.7710864064332714E-002                  3.8212347462316778E+000                 -6.7459582549027184E+000                  4.8800512247303995E+000                  6.9999998450240930E-001                  2.8000001549759096E-001                  1.9999999999999796E-002 
                                      23                  9.9999999991087551E-001                  9.7709056303326103E-002                  3.8245948050626537E+000                 -6.7428888481473388E+000                  4.8865177950776699E+000                  6.9999998450240930E-001                  2.8000001549759096E-001                  1.9999999999999796E-002 
                                      24                  9.9999999990775068E-001                  9.7707261251414948E-002                  3.8298147627389931E+000                 -6.7386490589910384E+000                  4.8960407774555978E+000                  6.9999998450240930E-001                  2.8000001549759096E-001                  1.9999999999999796E-002 
                                      25                  9.9999999990150057E-001                  9.7703705959670650E-002                  3.8354606351695795E+000                 -6.7350540814785171E+000                  4.9053597194503595E+000                  6.9999998450240930E-001                  2.8000001549759096E-001                  1.9999999999999796E-002 
                                      26                  9.9999999989837562E-001                  9.7701942935574215E-002                  3.8393586037794361E+000                 -6.7329102095166133E+000                  4.9114631774348601E+000                  6.9999998450240930E-001                  2.8000001549759096E-001                  1.9999999999999796E-002 
                                      27                  9.9999999989525079E-001                  9.7700188571792593E-002                  3.8454241740042669E+000                 -6.7300884476419514E+000                  4.9204606304514078E+000                  6.9999998450240930E-001                  2.8000001549759096E-001                  1.9999999999999796E-002 
                                      28                  9.9999999988900068E-001                  9.7696702504653454E-002                  3.8552754297480605E+000                 -6.7269958456770897E+000                  4.9336170888074813E+000                  6.9999998450240930E-001                  2.8000001549759096E-001                  1.9999999999999796E-002 
                                      29                  9.9999999988118815E-001                  9.7692375724016595E-002                  3.8641386065557217E+000                 -6.7254327031077077E+000                  4.9442847371730299E+000                  6.9999998450240930E-001                  2.8000001549759096E-001                  1.9999999999999796E-002 
                                      30                  9.9999999987728194E-001                  9.7690220058061439E-002                  3.8701241397949451E+000                 -6.7246471723743202E+000                  4.9512537932864866E+000                  6.9999998450240930E-001                  2.8000001549759096E-001                  1.9999999999999796E-002 
                                      31                  9.9999999987337573E-001                  9.7688068255634211E-002                  3.8761094799512263E+000                 -6.7239992331688692E+000                  4.9581129168200082E+000                  6.9999998450240930E-001                  2.8000001549759096E-001                  1.9999999999999796E-002 
                                      32                  9.9999999986946952E-001                  9.7685919629247941E-002                  3.8819899596389611E+000                 -6.7233793062635181E+000                  4.9648655241027839E+000                  6.9999998450240930E-001                  2.8000001549759096E-001                  1.9999999999999796E-002 
                                      33                  9.9999999986556320E-001                  9.7683774035875220E-002                  3.8905029332537513E+000                 -6.7223839023167864E+000                  4.9748017582277271E+000                  6.9999998450240930E-001                  2.8000001549759096E-001                  1.9999999999999796E-002 
                                      34                  9.9999999985775079E-001                  9.7679492578235799E-002                  3.9008836925420276E+000                 -6.7204974614177866E+000                  4.9877065400199099E+000                  6.9999998450240930E-001                  2.8000001549759096E-001                  1.9999999999999796E-002 
                                      35                  9.9999999984993826E-001                  9.7675229551784204E-002                  3.9101970621840896E+000                 -6.7179921801716196E+000                  5.0002393890953858E+000                  6.9999998450240930E-001                  2.8000001549759096E-001                  1.9999999999999796E-002 
                                      36                  9.9999999984212573E-001                  9.7670990921873202E-002                  3.9185321192844507E+000                 -6.7149083139316588E+000                  5.0124211561010892E+000                  6.9999998450240930E-001                  2.8000001549759096E-001                  1.9999999999999796E-002 
                                      37                  9.9999999983431320E-001                  9.7666782160496471E-002                  3.9260175297097821E+000                 -6.7113426176275635E+000                  5.0242709853111869E+000                  6.9999998450240930E-001                  2.8000001549759096E-001                  1.9999999999999796E-002 
                                      38                  9.9999999982650079E-001                  9.7662607692057923E-002                  3.9327781724530215E+000                 -6.7073948535994434E+000                  5.0358064959514168E+000                  6.9999998450240930E-001                  2.8000001549759096E-001                  1.9999999999999796E-002 
                                      39                  9.9999999981868815E-001                  9.7658470879104106E-002                  3.9389224159864820E+000                 -6.7031478778772495E+000                  5.0470439400729532E+000                  6.9999998450240930E-001                  2.8000001549759096E-001                  1.9999999999999796E-002 
                                      40                  9.9999999981087551E-001                  9.7654374206481737E-002                  3.9445405213913172E+000                 -6.6986722126141149E+000                  5.0579983405041062E+000                  6.9999998450240930E-001                  2.8000001549759096E-001                  1.9999999999999796E-002 
                                      41                  9.9999999980306309E-001                  9.7650319421575191E-002                  3.9497066027600485E+000                 -6.6940235471406799E+000                  5.0686836118244827E+000                  6.9999998450240930E-001                  2.8000001549759096E-001                  1.9999999999999796E-002 
                                      42                  9.9999999979525056E-001                  9.7646307695645820E-002                  3.9568484767387218E+000                 -6.6869522321291042E+000                  5.0842347579964979E+000                  6.9999998450240930E-001                  2.8000001549759096E-001                  1.9999999999999796E-002 
                                      43                  9.9999999977962561E-001                  9.7638413501646801E-002                  3.9630638030848777E+000                 -6.6794434103467628E+000                  5.0992493210866341E+000                  6.9999998450240930E-001                  2.8000001549759096E-001                  1.9999999999999796E-002 
                                      44                  9.9999999977181298E-001                  9.7634533904435578E-002                  3.9669333363815129E+000                 -6.6744532270266905E+000                  5.1089785320031478E+000                  6.9999998450240930E-001                  2.8000001549759096E-001                  1.9999999999999796E-002 
                                      45                  9.9999999976400056E-001                  9.7630698527720772E-002                  3.9723735709326680E+000                 -6.6670086202666488E+000                  5.1231759911283934E+000                  6.9999998450240930E-001                  2.8000001549759096E-001                  1.9999999999999796E-002 
                                      46                  9.9999999974837550E-001                  9.7623157848255787E-002                  3.9788445278734890E+000                 -6.6569387468353565E+000                  5.1414128401564811E+000                  6.9999998450240930E-001                  2.8000001549759096E-001                  1.9999999999999796E-002 
                                      47                  9.9999999973275067E-001                  9.7615789621710469E-002                  3.9832183127685226E+000                 -6.6493503091325792E+000                  5.1546057582066789E+000                  6.9999998450240930E-001                  2.8000001549759096E-001                  1.9999999999999796E-002 
                                      48                  9.9999999972493803E-001                  9.7612169184498651E-002                  3.9859889218859110E+000                 -6.6443608859393191E+000                  5.1631838017367571E+000                  6.9999998450240930E-001                  2.8000001549759096E-001                  1.9999999999999796E-002 
                                      49                  9.9999999971712561E-001                  9.7608590013926480E-002                  3.9899464662565176E+000                 -6.6369816437293840E+000                  5.1757417233711323E+000                  6.9999998450240930E-001                  2.8000001549759096E-001                  1.9999999999999796E-002 
                                      50                  9.9999999970150077E-001                  9.7601552016958693E-002                  3.9971763003271468E+000                 -6.6225232126200266E+000                  5.1998195645302134E+000                  6.9999998450240930E-001                  2.8000001549759096E-001                  1.9999999999999796E-002 
